id,lyrics
0el3oEi0JhpxGiaovdaeny,sometimes i feel like i can t go on nothing in life is turning me on but i still see clearly when i see you smiling you know nothing seems to fit i couldn t see my way through the shit when every single second of my waking day was thinking of you was thinking of you you never know that i am alive and i am alive i wanna grow there are many things i can do now that i ve fallen in love with you take my hand girl understand me you can come too come on people we re making it now come on people we re making it now but today i worked it out you know it s something i can shout about someone who believes in all the things i m thinking whenever you go whenever you go i m here alone where are the things where are the things that we both know there are so many things i can do just like falling in love with you take my hand now understand me you can come here too come on people we re making it now come on people we re making it now 
5sAUbB13DIomShzjBwkCCh,you never give me your money you only give me your funny paper and in the middle of negotiations you break down i never give you my number i only give you my situation and in the middle of investigation i break down out of college money spent see no future pay no rent all the money s gone nowhere to go and this is the bit where i don t know the words but i don t think i m even gonna bother to try and learn them before the end of the tour but oh that magic feeling nowhere to go oh that magic feeling nowhere to go nowhere to go i never give you my pillow i only send you my invitations and in the middle of the celebrations i break down boy you re going to carry that weight carry that weight a long time boy you re going to carry that weight carry that weight a long time you never give me your money you only give me your funny paper and in the middle of negotiations you break down  you break down you break down you break down
50iruC3G24B4rCoFNwev2M,one of these days you know it won t be long you ll look for me and baby i ll be long gone i ll be down the road you ll look for me but me you won t see yeah one of these days you know the time is near you ll look for me but baby i won t be here i m gonna be long gone you ll look for me but me you won t see yeah one of these days you re gonna wake up and find this lonesome boy has changed his cotton picking mind he s gonna be long gone you ll look for he but he you won t see long gone long gone long gone long gone you ll look for me and me you won t see
4y75HgoeV43eCWrcbsu2x0,i wonder am i still a traitor if i pick the winning side tell me is this what it s like to live as a spy saying what i ve got to say to survive understand how the bricks are always laid the same way greed greed upon sex power power upon skull power upon skull
5R2cWAYB9HTYaT8oc0GLqe,another dream goes up in smoke huh and so i fire me up another toke yeah i m comin on i ve got master plans by the dozens a flashin through my brain when i get buzzin woah suddenly they re gone all that inspiration runnin through your head instant stimulation oh you re runnin on woo you got high hopes and they re up in smoke up all night tweakin every detail the way i ve got it this could never fail hey this could be the big one high hopes come and go with the high but comin down fade away and die high hopes are nothin more than a dream they all get wasted yeah  all that inspiration runnin through your head instant stimulation you re runnin on oh you got high hopes you re livin on high hopes woo high hopes oh yeah but they re wasted hey watch it now listen all that talk is gettin nothin done ain t it hard to move when your body s numb put it off another day high hopes come and go with the high and coming down fade away and die high hopes they re nothin more than a dream they all get wasted yeah all that inspiration runnin through your head instant stimulation they re givin you oh you got woah lord high hopes you re livin on high hopes you got high hopes high hopes ah yeah high hopes keep livin on high hopes high hopes
0SXCEN0Gnhn7eIinxvEA8q,walkin around with no where to go my times being wasted on the clock days going by the months are going faster it may be the only thing i lost
2a2hcTzcnzLc3Ypv2Uxzsr,if and betting on an if and if that if might have a chance to survive it runs in to twelve different ways of existing each with capacity to change its mind the vibe says six so be six now it has a clone that is a bit more feminine pondering the paces of what s going down life and the greeting is oh its you again now come the images so many images the painful colors and the bliss like tries i m taking notes till the end of theatrics then it stops ends dies whatever is whatever it calculates the karma and tries to adjust as it inquires whats shaking but through no eyes i could see the entity crying i cry when midnight sighs i cry when midnight sighs let s pretend its true no facade the vibe says seven do i look surprised no you you re so disturbing anxious tears do these paint my eyes oh the mysterious fee no one sees and no one tries whenever tangeble i ll fall out of love but for now my mind isn t mine sporadic advice never thinks twice but exotic thoughts conclude thgis frenzy pay no no attention to the scars however bright all the men see is precious you immaculate trues patient lies say prince your flying yeah but through no thoughts i could see this concept crying x2 when midnight sighs if about to be me it s so the vibe say five i put on hooves horns and an attitude and nochalantly find i m alive twelve am i understand i find the eight too late its gone but i could see this woman crying cussing crying and carrying on my god 
0GWgTO3viSfvaIJgjVOhPz,uh huh yeah yeah lawd uh huh uh huh yeah yeah a yeah yeah yeah yeah yeah yeah lawd knowledge nigga uh huh uh huh uh huh uh huh lawd i hit you with that boom shakalaka boom shakalaka boom now move motherfucker move motherfucker move like who motherfucker who motherfucker who like you motherfucker you motherfucker you back in this vision im minding my business i swear that im coming correct yes murder the track and im doing my thing but im never a nigga to test yes all of these people are running their mouths but youve never been fucking with me no giving that shit that you couldnt define and im never a nigga to see i been in a couple conundrums minimalizing the most im selling to you for a lump sum where in the hell did i come from giving that real no apologies pride in the way that i ponder these hypotheses melodically of course i be that cynical son of sin not a saint i say vamanos homie rale moving faster than cassius clay mixed with malcolm x this religious relics ali bombaye placing rappers in tombs i consume your soul with soliloquies i signed a seal thats a sign that my sound is something synonymous sure assault with selections celestial supervision my sect is second to none i dont sing or speak it in tongues as i seek for certain approval its prudent i prove a point your point i propose that i pass them all catalogue i possess is a mess but i bet it catapults myself to higher plateaus eat you niggas like plantains no r i p s or picture tees pitiful leave you in vain im maintaining my sanity sanctifying these verses diversifying my mind with these rhymes of vocabulary the people sure to ignore it i feel that its less important to focus on pleasing others instead of finding your happiness that boom shakalaka boom shakalaka boom now move motherfucker move motherfucker move like who motherfucker who motherfucker who like you motherfucker you motherfucker you hit you with that boom shakalaka boom shakalaka boom now move motherfucker move motherfucker move like who motherfucker who motherfucker who like you motherfucker you motherfucker you
3vHq2bv2Gy6cl5c3a88qeB,as love fades my heart says there s more to being in love the magic we make has been replaced so we make believe that we are lovers while we re livin here with one another we make believe that we are lovers while we re livin here with one another we re lost inside this love diguise we ve longed to get so much and so long love supreme this lovin team so we make believe that we are lovers while we re livin here with one another we make believe that we are lovers while we re livin here with one another there s too much at stake to just walk away from the truth that s believed at last so we make believe that we are lovers while we re livin here with one another we make believe that we are lovers while we re livin here with one another we make believe that we are lovers while we re livin here with one another we make believe that we are lovers while we re livin here with one another
234T1joKo7BajsSb3nuvoV,gone gone shoot me straight for the sun i wanna be the only one left misdiagnosed condition burnt beyond recognition sink her straight through the floor she s not breathing anymore choke in this atmosphere nothing will be left here gone gone1
3DJlgSJATmolvuYadDzLbr,did you come down for the cool of the water or the preacher that taught you to pray or things left behind like the admirals daughter she was the one who just got away she was the one that just got away i could of told you a long time ago there was nothing but heartache in there you take to the mountains get caught in the snow you grow as hard and as cold as the air you grow as hard and as cold as the air well you d do it again if you had the chance but you know that you don t so you lie you say that you re fine and got eerything you need but you re too old and you re too touch to die you re too old and you re too touch to cry so did you come down for the cool of the water or the preacher that taught you to pray or things left behind like the admirals daughter she was the one who just got away she was the one who just got away
3PHAN9g1qziYB16D7Vs91A,thought that i d be better off if i were on my own i tried to put my finger on the moment we went wrong but the taste turned bitter so i pulled the trigger not so easy to move on i guess i should have known ice cold i freeze up when i see ya left you just to find out that i need ya so far i wanna pull you closer i wish we could start the whole thing over ever since i left you i ve been tryna get you back and it keeps gettin worse i m burning on the inside and the truth is that i didn t know how good you were until you were gone until you were gone i was always told that only time would heal the pain yet even though it s been so long it still hurts just the same yet now i m finding that the break was binding i take back everything i said oh won t you just come home ice cold i freeze up when i see ya left you just to find out that i need ya so far i wanna pull you closer i wish we could start the whole thing over ever since i left you i ve been tryna get you back and it keeps gettin worse i m burning on the inside and the truth is that i didn t know how good you were until you were gone until you were gone7
0PCN00G7GMz4dT3RKD0sIQ,the light is weak enough to let you speak ignore the right to fear you re bound by what you dream curiosity the fruit of a plastic tree come closer i am here and be my satellite that s what you are my sinner come closer i am here and be my dying light you re burning down there s no way out of me there s one way in just trust my eyes you ll see my voice its subtlety my lips absolve is this fake all you need come closer i am here and be my satellite that s what you are my sinner come closer i am here and be my dying light you re burning down come closer i am here don t you want it come closer i am here1
1RnHsD2HON5FDhj9Rebl77,with your headphones on through the drizzled pane of a wet slate roof sun will turn to rain why are you the one couldn t take the pain something good ll happen wait and see something good ll happen wait and see do you spend your day second guessing fate looking for a way to live so divine drop your sad pretence you ll be doing fine you will flourish like a row in june you will flourish like a row in june ever had a little faith ever had a little faith morning came the hope rose up in your heart girl you felt ashamed when morning came roll away the stone of doubt girl if you re calm then listen out for a quiet voice a sign from the window passion beating on your brow you wish it were you wish it was now past the sound of driving traffic past the madman s drunken attic you climb the stair it s dark and it s draughty the smell of incense drawing you sky of light imploring you to then she ran from street to street looked up and down she must have missed him if she could only find him she would throw her arms around and kiss him tenderly she would give herself on bended knee never thinking if it s wrong or right courage sister there s a little light ever had a little faith ever had a little faith who can you trust trust the little man whispers in the trees and the river can speak the calming verse from the age of brave something good will come from nothing something good will come from nothing ever had a little faith ever had a little faith 
2SbnSPLltgmScvZVI0OcRF,you say you love me and you re thinkin of me but you know you could be wrong you say you told me that you wanna hold me but you know you re not that strong i just can t do what i done before i just can t beg you anymore i m gonna let you pass and i ll go last then time will tell just who has fell and who s been left behind when you go your way and i go mine you say you disturb me and you don t deserve me but you know sometimes you lie you say you re shakin and you re always achin but you know how hard you try sometimes it gets so hard to care it can t be this way everywhere and i m gonna let you pass yes and i ll go last then time will tell who has fell and who s been left behind when you go your way and i go mine well the the judge he holds a grudge he s gonna call on you but he s badly built and he walks on stilts watch out he don t fall on you you say you re sorry for tellin stories that you know i believe are true you say you got some other kinda lover and yes i believe you do say my kisses are not like his but this time i m not gonna tell you why that is i m just gonna let you pass yes and i ll go last then time will tell who has fell and who s been left behind when you go your way and i go mine1
2oSsfIGxLuusuAlZW0gKOZ,he holds your nightmares in one hand and your dreams in the other but no matter which one you demand you ll wish you d chose the other you ll wish you d chose the other and still you know no better he bathes the world in holy light and everlasting colour now papa s turning out the lights say you ll never love another i ll never love another i ll never love another how could you love me baby just to strip it all away how could you love me baby just to strip it all away it s in the blood
4hNVU19l1q6xtvQ3ipd9En,i know you feel it this is a serious chemistry you don t have to believe it but the truth will set you free you re flashing like white neon in my mind and it s alright i must be spoiled and rotten cause no one else will ever do don t you forget i get what i want all i want is you bring your strawberry car come to the cabaret in my mind the camera is rolling the water feels fine you know i m half crazy for you and there s nothing you can do i must be spoiled and rotten cause no one else will ever do don t you forget i get what i want all i want is you red rubies daffodils gentle breezes windowsills starlight silver radiation inside my mental television an acid metamorphosis an altered state of consciousness candy mansions of the soul and compromises turn to gold i must be spoiled and rotten cause no one else will ever do don t you forget i get what i want all i want is you
2LP8v2EswBB2xgLXl6nWq9,beauty dior cherokee pinky roxy reynolds bouncing on the steps slinky give her something white and filled with cream twinkie leave her blinded semen in her eyes blinky so it seems can t even believe i used that flow i m outta queens off the hooker strip boulevard of dreams runways are getting trains stealing credit cards and schemes she was laying on the floor with honey mustard on her sleeves i said get up then she got up get up in this whip bitch we bout to smoke this pot up plus i got some white you could be the first to taste the product just a little dirty had the body of a model sent a message in a bottle tell my man set the bed up he built a wooden room quick went to the tool shed got on his hammer nail and screw shit now we livin lavish eaten salmon on a cruise ship laying in a hammock getting hammered with a jew bitch we want no drama come here mama dale y mamar please don t get so wild keep the chrome cal te deja explotar eso te mata cool it papa echate pa tras i m up in my zone hoes pass tha ron esto ta cabron yo just roll my dutches prep my outfit for the party spray my body with aromas got the ladies actin naughty fine fabric delegates my people far from celibate hardly delicate highly skilled with much intelligence walk in the place jacket hangin past the calves play the shorts in every season corner schemes get turned to math on some 5 in the mornin shit she looking flyer than anyone on that bitch ocean high yeah i m on that shit muthafucka when i m on that shit pop pop tops of the clicquot time to raise our glass up right out the bottle with a model with amazing asses wipe off the ashes 16 flavors butter rose out the gutter we stand around lenses shutter ladies grindin all up on my dickie cause we gorgeous we forage the forest i m destined for greatness we ballin regardless i m heartless so baby tell me what you wanna do  20 below the bitch seen walkin the strip with that pink gloss on her lip and that big cross on her tits and she frontin like she religious but stay stalkin a dick goin right at the head like some steamed crawfish n shit she know up in the club for years fuck for bagels her face is weathered like the rain that fall in april and in her pants she got a loaf of bread you know the yeast she never go to bed she rather dope or head i just don t get it cause mercedes was a honey all the ballers wanna fuck her buy her mink and give her money her facials disappearin and her nose is always runny dentistry is twisted like the grill that s on a monkey lower body skinny upper body husky call em linebackers she s a character a junkie still she pop it and the people throw the pennies plus i m here to watch her give the team a bunch of hennies cuz 
1ormXIcWPJnTf4Z2Rfy75F,morbid thoughts of gruesome killings death and hatred for all women shotgun blast decapitations pick axe slammed into the sternum bodies in the shed on meathooks fresh corpses to be skinned and cooked human bodies are chopped and grilled more flesh to feed the cannibal
3r4wCuTMc9tOKfRtfdGxCh,fade away just like our love had died and there is nowhere in this universe to hide from you tonight i ve wrestled with angels all my life it s always the halos and the wings that keep you blind and if i fall with all the strength i held inside i wouldn t be out here alone tonight i wouldn t be standing alone tonight i wouldn t be standing alone tonight i wouldn t be standing alone tonight i wouldn t be standing alone tonight whoooooooo alone tonight just like the western star i\ m sinking the angels curse me blind with straight and crooked thinking alone tonight just like the western star i m sinking the angels curse me blind with straight and crooked thinking fade away just like our love had died and there is nowhere in this universe to hide from you tonight i ve wrestled with angels all my life it s always the halos and the wings that keep you blind and if i fall with all the strength i held inside i wouldn t be out here alone tonight whoooooooo alone tonight just like the western star i m sinking the angels curse me blind with straight and crooked thinking alone tonight just like the western star i m sinking the angels curse me blind with straight and crooked thinking whoooooooo and if i fall with all the strength i held inside i wouldn t be out here alone tonight
7yzHP74LbdVOaEobSpOLhZ,cate cate categor cate categor category i m out of category i m out of category i m out of category i m out of category i m out of categor cate i m out of categor cate i m out of categor cate i m cate cate category he never liked classes he was always a social cat the cutest kittens forever where he at the rudest men held positions at the flat momma loved him but momma want a man that help assist with this boy this boy swing and a miss bright eyed beautiful lips pumped with lies ma stumped and crying but he don t ever ask why just kisses ma goodbye zips his jacket up and goodnight skateboard or bike like peace i m out of category i m out of category i m out of category i m out of category you know why cause he dislikes the strife so avoids it don t trust teachers cause they don t trust him don t trust motives so he don t trust friends he can t tell if most other people cold or just don t trust black skin displaced the race card shuffled the spade ace into a place where cards stayed blank but not to say without a face more like a lack of color not really too certain how to go about a brother it wasn t always like that though but momma moved him out the gutter to the curb so he wouldn t wash away he didn t seem to get that though and momma wasn t really pulling in that butter so his bread came another way yeah and if he couldn t have nice things fuck em he didn t even want em if he needed em he found a way to got em since everybody doubt em he happily obliged bide his time find his little piece of peace at the bottom like fuck y all i m out of category i m out of category i m out of category i m out of category i m out of categor cate i m out of categor cate i m out of categor cate i m cate cate category  he built his self esteem up off some tricks cause even when he matched as far as skin with kids it seemed they didn t mix there seemed to be disdain from the kids that clashed colors with him rebel yelling girls tryn a make they daddy pissed so ain t nobody on his buddy list cause they would probably give him business about the shitty sweater he lives in so he surrounds himself with hope to touch a throne and other people feeling all alone hold your heart i m out of category i m out of category i m out of category i m out of category when he found punk rock that first time he rode either the nine or eleven bus line it slips the mind but that way they didn t need to fit in he asked if he could pull the bell and said ma i wanna be like them found his kin brothers at school thinking tryn a rewrite skin other are fools never seen some shit like him so far he s been a bitter boy living like litter no choice no quitter so cue the noise ain t nothing like a mohawk to show off your fuck off and kick off the reeboks for boots to keep the block off you he could see how the re route of style made the eyebrows raise not for nothing wasn t changing for you he d seen his daddy with a pipe too young to understand life ain t coming from this man holding hands with him he probably didn t mean to hit him he probably didn t even mean to plant his seed is his picture in his wallet with him he s thinking probably not and even so it s probably rolled up with some coke in it old and out of focus so nope the road they chose was not his nobody will ever be like him hold your heart i m out of category i m out of category i m out of category i m out of category i m out of categor cate i m out of categor cate i m out of categor cate i m cate cate category i m out of category i m out of category i m out of category i m out of category i m out of categor cate i m out of categor cate i m out of categor cate i m cate cate category
4xRWaLJAjDQ4yS0TJwzT1B,what we gonna do with you we got everything to lose with you so what are we gonna do with you i m not out to steal your money i don t wanna take your time i do deserve a little respect so i m gonna get what is mine cause yeah seem like old news the whole world gone crazy what am i gonna do what am i gonna tell my babies when they don t understand my pressure my struggle my demands yeah back then i didn t understand when my pops came home saying that he couldn t take it but it s hard to be a good man knowing that a man s plan is to take what you making hold on we re gonna make it yeah hold on we re gonna make it yeah hold on we re gonna make it yeah hold on we re gonna make it yeah  seem like new news is the old news from a different angle another mother on tv crying cause her boy didn t make it she sayin what am i gonna do what am i gonna tell these babies yeah y all dont understand oh no y all don t understand what are we gonna do with you hold on we re gonna make it yeah hold on we re gonna make it yeah hold on we re gonna make it yeah hold on we re gonna make it yeah yeah yeah come on yeah god bless your soul child yeah
6GFkgUE5woCqZRlax7VcG6,starmaker standing high above wrapped in light and crowned in love dark shaker it trembles at your name and here with you we are amazed and i can t look away i am captivated what else can i say but sing in adoration you are holy you are holy high above the earth you are holy you are holy high above the earth creator what mysteries you hold your words worth more than wells of gold soulwaker you bring our hearts to life and here with you we re satisfied and i can t look away i am captivated what else can i say but sing in adoration you are holy you are holy high above the earth you are holy you are holy high above the earth i can t look away i am captivated what else can i say but sing in adoration you are holy you are holy high above the earth you are holy you are holy high above the earth you are holy you are holy high above the earth you are holy you are holy you reign over all the earth
5gVU0AZ7Rub66gMYsIpMzP,uh i got a potty mouth when i go to shit talking niggas come with they hands out cause they want the juice from me feeling alright nigga calm down big dogs on the compound paybacks on the way around if you got a problem better say it now i am happy we reunited here come the rap i am leonidas you want them problems you re invited you know the flow on some hepatitis i am in poppin demand that s how the radio hands black out the bentley the truck shit cost like 300 bands count up the fetty then count again you never know what we pullin in smoking on cannabis yet again high like my women with melanin that s how you level it up enough is enough is enough energy energy up you sleeping i m waking you up back on the block you know the boy you know i got it i ve done it before 500 horses inside of the porsche too much of money i ve spent in the courts i hit the gym just to start up my day i throw the weights like they do the bouquet you think it s sweet is another mistake rearrange a nigga whole face please don t make me catch a whole case niggas fuck with me the long way i m just doing what the song say i m a king on the lord s day ooh i got a big amount phantom too big and i can t even back it out young nigga hold it down real niggas know that the boy made the city proud you haters are motivation i m in la we at crustaceans we never needing no reservation women they beg me to penetrate it oh that s your lady i never knew stand in the paint like i m 7 2 i tell her keep on them jimmy choo s she call me zaddy i m with it cool whipping the bentley that s how i do it sick of miami i m tryna move fuck is you niggas been tryna prove funny you thought that i needed you young nigga gotta get paid gon get me back in my ways i was just listening to gutta bitch i remember them days i was a jit in the game young nigga know he a problem young nigga know he a beast i m tryna get me a dollar i m tryna head for some millions i m tryna build me some buildings put up some dough for my children give my young niggas the vision i m tryna trip to the west coast flow on the best of the best smoke i m in a low low with vato he hit a lick for a gusto oof you got a big mouth stop it i run the south are you kids really done playin now i went the legend route handed the flow to them niggas you brag about don t get me started they dearly departed this movie ain t featured by paramount fuck is that all about i m gon be legend i never doubt i know my presence been unannounced i love my fans who been holdin down soon you ll be fittin me for the crown nigga and i got a big amount ask em who run the south nigga i got a big amount you got a big mouth stop it i run the south nigga nation
3cTs4DjKcsdD5aBmawyP3N,how can you keep on moving unless you migrate too they tell ya to keep on moving but migrate you must not do the only reason for moving and the reason why i roam to move to a new location and find myself a home i can t go back to the homestead the shack no longer stands they said i was unneeded had no claim to the land they said come on get moving it s the only thing for you but how can you keep moving unless you migrate too now if you pitch your little tent along the broad highway the board of sanitation says sorry you can t stay come on come on get moving it s the everlasting cry can t stay can t go back can t migrate so where in the hell am i how can you keep on moving unless you migrate too they tell ya to keep on moving but migrate you must not do the only reason for moving and the reason why i roam is to move to a new location and find myself a home
4Dac94mT7FvMZ5oXdiTPVm,i should ve known that you were in a situation you got a man but is he loving you the right way i don t step in because i know my limitations but i would really like to be with you tomorrow now let me introduce myself i m just a young boy i never thought that i d fall victim to a woman she took my pride she took my soul in the confusion and it all started when she told me to come over ooh ain t no doubt about it cause you were on my mind way too much ooh ain t no doubt about it cause you were on my mind way too much my momma told me about girls who hide emotions she said that every single one s got an agenda i gave no signals but you got the wrong impression i guess i should ve taken time to know you better 
7fJWChyoHD6vKbiOCGZkPc,oh what a time verse we use to go to the old camp meeting to worship and praise god everyone would be on one accord we just came to serve the lord it really didn t matter what clothes we had on you just join right in testify or sing your song chorus oh what a time we had praising god verse everyone would bring a covered dish we fellowshipped and worshiped in the yard we didn t have a whole lot of money but god made that little bit multiplied our mothers would sit us on the mourner s bench she d look at you couldn t even move an inch chorus oh what a time we had praising god 2x when all god s children get together what a time what a time what a time we re going to sit down by the banks of the river what a time what a time oh what a time we re going to sit down sit down end oh what we had 3x prasing god
